clean_text,score,bank
saya agak kecewa setelah log out dari bca mobilepas mau masuk lagi diminta no atmudah diisi harus pake kode otptapi gak dikirim ke no waudah diisi pulsa malah abisterus verifikasi gagaltolong bantuannya kemarin ga ada masalah seperti ini,2,BCAMobile_reviews
jaringan bagus tapi indikator tetap merah dan biru aneh,2,BCAMobile_reviews
ini kenapa ya aplikasi selalu minta verivikasi dengan tulisan sim card anda tidak sesuai dengan area kata nya padahal sim card ny tidak pernah dibuka apa harus selalu punya pulsa baru bisa dibuka tolong dong bantu jawab kalau udh dua minggu gk saya buka aplikasi nya sekali dibuka pasti minta verifikasi gk kayak aplikasi lain nya mau kapan aj dibuka tanpa harus ada pulsa yg penting kuota data ny ada,2,BCAMobile_reviews
makin kesini harusnya semakin bagus ehh malah semakin lemoot saja,2,BCAMobile_reviews
ada yng bayar pakai dana lewat qris tapi belum masuk sampai saat ini saya jadi gabisa belanja gegara uang nya belum masuk rekening,2,BCAMobile_reviews
hp alcatel s se gk bisa buka aplikasi tolong bantuannya min apa penyebab nya,2,BCAMobile_reviews
bca mobilenya sering merah trs lampunya kacau dah,2,BCAMobile_reviews
sdh hari ini gk bs di buka,2,BCAMobile_reviews
kualitas buruk setiap mau tf antar rekening g bisa sudah bln begini payah,2,BCAMobile_reviews
tidak ada notifikasi saat ada transferan masuk,2,BCAMobile_reviews
susah banget mau daftar mbangking terus aja tidak bisa diproses buat apa update terus kalo sistem masih ribet,2,BCAMobile_reviews
vertifikasi nomor ga isa padahal masi aktif dan ada pulsa nya,2,BCAMobile_reviews
pulsa udah habis malah eror terus niat mambantu apa nyolong pulsa,2,BCAMobile_reviews
mohon bantuannya kenapa rekening saya tidak dapat di gunakan tidak bisa menerima transfer padahal nomor rekening sudah benar mohon bantuannya,2,BCAMobile_reviews
di update malah tambah susah mau transfer mesti scroll cari manual jadi salah transfer dah,2,BCAMobile_reviews
bagaimna cara saya menguhungi whatsapp bca,2,BCAMobile_reviews
oke saya naikkan bintangnya ini kode otpnya dikirim tapi saya baru tahu esoknya dan telah makan pulsaku ribuan gilaaaa sengaja tidak dikirim kirim biar habisin pulsa banyak ya dasar modus,2,BCAMobile_reviews
knpa chek saldo di mbangking bca sy tdk bsa,2,BCAMobile_reviews
udah sekitar minggu koneksi nya susah padahal pake telkomsel jaringan full buat streaming dan browsing lancar giliran login bca mobile lampu nya merah terus ga bisa konek bintang aja ntar klo koneksi nya udah bagus baru bintang,2,BCAMobile_reviews
klo qriss lelettidak langsung masuk ke tujuan,2,BCAMobile_reviews
mohon bantuannya bapakibu untuk aplikasi bank besar seperti bca dg jumlah nasabah yg besar mohon untuk diperhatikan bug fatal seperti auto close mohon diperhatikan betul untuk developernya untuk memelihara ekosistem aplikasi yg siap production dan yg masih tahap development agar tidak ada kendala saat sudah terlanjur up ke play console thnks,2,BCAMobile_reviews
kenapa semenjak ada verifikasi muka saya tidak bisa login harus ke kantor terdekat kenapa jadi di bikin rumit seperti ini sudah jelas saya di tempat yang cerah dan di luar ruangan tapi tetap gagal,2,BCAMobile_reviews
talkback mulu aplikasi nya,2,BCAMobile_reviews
duh kenapa ini bca gangguan gini indikator nya biru terus,2,BCAMobile_reviews
kenapa tidak bisa kirim sms verifikasi pak,2,BCAMobile_reviews
ga bisa dibuka,2,BCAMobile_reviews
baru bca yg belum bisa cetak rekening koran via online masa kalah sama bri mandiri yg sudah bisa cetak via online atau pun email,2,BCAMobile_reviews
aplikasi nya jadi close terus setelah di update tolong di perbaiki,2,BCAMobile_reviews
kode aktivasi lama nya kebangetan padahal udah sesuai kartu sim segala macem tapi tetep aja gabisa aplikasi rusak,2,BCAMobile_reviews
min cara mengetahui digit angka di kartu gmna soalnya mbca lagi trobel,2,BCAMobile_reviews
setelah update ke versi terbaru malahan aplikasi saya ga bisa dibuka langsung close sendiri sudah hapus cache dan install ulang tetap saja gak bisa dibuka padahal perangkat sangat compatible,2,BCAMobile_reviews
saya melakukan pembayaran qr dana tidak masuk di penerima saldo saya terpotong mutasi juga ada ini uang kemana sebenarnya tolong pihak bca bertanggung jawab,2,BCAMobile_reviews
maintenance hari x kecewa lahhh,2,BCAMobile_reviews
mengapa setelah di update aplikasi nya tidak bisa kebukasudah coba install ulang tapi kendala nya masih sama,2,BCAMobile_reviews
aplikasi sudah di instal tapi pas mau di buka kenapa ada pemberitahuan harus nonaktifkan aksesibilitas di pengaturan padahal aksesbilitasnya gk bisa di temukan,2,BCAMobile_reviews
saat mau buka rekening online ntah kemana semua cotumer servicenya saat video call ferivikasi gk pernah nyambung dan itu sudah lebih x panggilan mungkin mereka tidur aja kerjanya,2,BCAMobile_reviews
saya baru saja update apps ini tapi setelah di update apps forse closed sendiri jadi saya gak bisa melakukan transaksi haduhh gimana ini,2,BCAMobile_reviews
ribet,2,BCAMobile_reviews
semakin aneh sama bcapotongan ga jelasdimutasi rekening g bs dilacakbarusan tanggal saldo sy kepotong sampai rb dilacak di mutasi rekening ga adaparaaah,2,BCAMobile_reviews
keluar sendiri kecewa sama bca mobile,2,BCAMobile_reviews
ni kenapa ya ya tf dri bank saqu ke bca tidak masuk parah bngt udah x jam pdhal,2,BCAMobile_reviews
qr gak suport android,2,BCAMobile_reviews
bca makin kesini makin ribet ya buat aktivasi aplikasi mbanking ny kalau aplikasi ke uninstal apalagi buat daftar mybca ny,2,BCAMobile_reviews
makin lemoot,2,BCAMobile_reviews
sekarang sering eror mbengking nya jadi susah saya,2,BCAMobile_reviews
punten min gini aku kemarin transfer di aku sudah kepotong cuman di temen aku belom masuk nah setelah aku coba beli pulsa memakai m banking bisa terus di inboxnya hanya ada history yg beli pulsa sedangkan yang transfer itu g adaapakah uang saya hilang atau gimana itu knp ya tolong di bantu dongg,2,BCAMobile_reviews
kalo maintanance jangan di jam kerja,2,BCAMobile_reviews
ini aplikasinyq kenapa yaa tiap kali mau masuk harus registrasi ulang mulu dah gitu ga teridentifikasi mau transaksi jadi susah,2,BCAMobile_reviews
bca lagi erorr kayak nya,2,BCAMobile_reviews
sering gangguan mulu tolong diperbaiki lagi,2,BCAMobile_reviews
ribet bgt hrus restart hp dlu pakai wifi ga bsa sinyal merah mulu diupdate bknnya meningkat malah menurun ngeribetin,2,BCAMobile_reviews
gausha ke twitter segala ini kemapa ga bisa login bca mobile pulsa ada internet g gagal terus ngirim sms,2,BCAMobile_reviews
terdapat bug pada versi yg sekarang tiba aplikasi keluar sendiri,2,BCAMobile_reviews
kenapa bcaa mobile gakk bisa dibuka ya tiap mau dibuka hilang hilang terus mana lagi perlu penting lagi huft,2,BCAMobile_reviews
akhir ini ga nyaman pakai mobile bca sering trouble kalah jauh sama mandir livin,2,BCAMobile_reviews
minta solusinya mbangking tiba tiba ilang terus download lagi gaknbisa muncul dimenu hp kayaknsebelum nya tiap buka mbnagking harus buka lewat play store,2,BCAMobile_reviews
kenapa fitur copy saldonya di non aktifkanhaddeh,2,BCAMobile_reviews
tambah lama tambah lemot aja,2,BCAMobile_reviews
sinyal nya ga stabil susah cek nominal rekening,2,BCAMobile_reviews
knp susah verifikasi wajah,2,BCAMobile_reviews
aplikasi tidak bisa digunakan sering close,2,BCAMobile_reviews
bli plsa lstrik dsni bahaya saldo terpotong tapi nmer token nya gk ada,2,BCAMobile_reviews
kenapa tidak bisa akses sih ini lama g di gunakan juga log out sendiri g kaya bank lain nya,2,BCAMobile_reviews
ahh bangke inbok jadi gk bisa di hapus menuhin ruangan aja payah goblog,2,BCAMobile_reviews
otp jam malem kaga sampe sampe,2,BCAMobile_reviews
kenapa kok gak bisa lampu hijau untuk bca mobile nya,2,BCAMobile_reviews
tolong perbaiki update nya di android samasekali tidak bisa dibuka sudah lapor halo bca dan mengikuti semua saran tetap saja nihil saya sudah hari sejak update tidak bisa transaksi mbanking,2,BCAMobile_reviews
dibuka susah unable terus,2,BCAMobile_reviews
aplikasi jelek yg bagus itu kalau ada transfer masuk ada notifikasinya ketinggalan jaman verifikasi masih pakai sms yg kuno jadul bank lain udah pada gakpakai aplikasi nutup melulu seperti yg gak boleh login ke mbca untuk selamanya,2,BCAMobile_reviews
habis update ga bisa cari nama langsungharus scrol ampe ketemuupdate bukan bagus malah kemunduranyg benar ajalah,2,BCAMobile_reviews
tolong diperbaiki dong sistemnya minmasa login udh x gagal mulupadahal signal stabil hufffkesel bget sma nih aplikasi,2,BCAMobile_reviews
kenapa setelah update apk makin lemot ajh ini bca mencewakan padahal ini bank swasta kok gini mau pada pindah ke bumn kah,2,BCAMobile_reviews
halo min ini kenapa ya setelah update gabisa mau topup flazz gaa muncul tulisan topupnya,2,BCAMobile_reviews
ko semenjak ada pembaruan aplikasi jadi susah masuh sih mau transaksi transfer aja skrng gangguan mulu gmn ini,2,BCAMobile_reviews
baru update aplikasi langsung errorkeluar apk sendirijadi bagaimana solusinya ini pak,2,BCAMobile_reviews
mohon penjelasanya bangaimn bisa saya sala h memasukkan salah kode akses yang sebenarnya sudah benar tp salah kali,2,BCAMobile_reviews
ko sekarang kalao transfer kaya yg kehabisan kuotamuter trus,2,BCAMobile_reviews
mohon bantuannya setelah di update tidak bisa copy paste no rekening sehingga merepotkan harus cari no rekening secara manual,2,BCAMobile_reviews
bca sekarang jlek ya transaksi qr ke debit kali tapi laporan di m bca nya gagal sangat kecewa jangan kalah sama e wallet donk super ngebut ga lemot,2,BCAMobile_reviews
buruk sering merah sinyal nya,2,BCAMobile_reviews
kok saya login beberapa x gak bisa ya disini sinyalnya lancar tp koneksi internet terputus terus padahal mau cek sama tf tapi dari kemaren nggak bisa mohon perbaikannya,2,BCAMobile_reviews
tingkat keamanan aplikasi tidak aman ada transfer dari pihak lain tanpa sepengetahuan pemilik akun akhirnya saldo rekening jadi kosong,2,BCAMobile_reviews
kebanyakan buffering nya,2,BCAMobile_reviews
aplikasi tidak bisa dibuka sudah hapus data uninstall instal lagi nihil,2,BCAMobile_reviews
ribet sekarang kalo buka apk harus nyalain gps,2,BCAMobile_reviews
ini kenapa bca sekarang makin aneh di buat tf sudah di ketik no rekening malah namanya gak mau muncul malah suruh cari manual namanya baru ketemu ayo dong di perbaiki lagi,2,BCAMobile_reviews
tidak bisa cek saldo kalau transaksi lain amanbisa dilakukan,2,BCAMobile_reviews
saya juga mengalami hal yang sama dari kemarin tetiba ndak bisa pake mbcanya sudah clear cache hapus data talkback nonaktif jaringan stabil memori buanyak uninstallinstall lebih dari x tapi masih sama force closed please follow upnya ke developer ndak bisa akses sama sekali padahal butuh,2,BCAMobile_reviews
ini login kenapa ga bisa ya,2,BCAMobile_reviews
kurang bagusjadi kecewa pas mau buka mbanking tulisan nya about why,2,BCAMobile_reviews
always red light gilaa,2,BCAMobile_reviews
setelah di update ko ngeblank ya ya tidak bisa lihat saldo kan aneh,2,BCAMobile_reviews
adanya mobile banking buat mempermudah kan kok jadi susah ya mau verifikasi wajah aja gagal terus padahal udh diikutin semua instruksi nya malah disuruh ke banknya yang mesti ngantri panjang,2,BCAMobile_reviews
knpa bca sekrang susah banget banyak ini itu selalu terjadi sementara transaksi anda tidak bisa,2,BCAMobile_reviews
ini knapa mbking saya gak bisa di buka ya ada tulisan akesbilitas mulu udah jelas jelas nonatip,2,BCAMobile_reviews
salah input kode akses kata apk nya suruh masukin nomer kartu buat verifikasi dah berkali ngikutin langkah ampek pulsa sms abis tetep aja gabisa login,2,BCAMobile_reviews
login harus pake nomor tedftr di hptrs gak ada notif sms tiap trx gak bisa di bagikan histori trx,2,BCAMobile_reviews
tidak bisa transfer antar bank padahal internet gak ada masalah tf ke antar rekening bisa tapi waktu tf antar bank selalu koneksi gagal,2,BCAMobile_reviews
tidak bisa terus lama habis pulsa saya begini caranya mah ribet bgt sih udah kena tatif masih aja dipersulit,2,BCAMobile_reviews
dari malem sampe sekarang ko lama ya saldo transaksii dari e wallet ke m bca lama banget padahal di e wallet sudah berhasil,2,BCAMobile_reviews
knp setelah diupdate malah gakbisa delete transaksipadahl sebelumnya bisa dideletelama jadi penuhtolong kembalikan lagi kesemula,2,BCAMobile_reviews
hallo kak kenapa saya gk bisa daftar online lewat m banking bca setiap kirim sms gagal terus padahal pulsa saya banyak,2,BCAMobile_reviews
semakin siring minta di update jadi semakin jelek aplikasi nya setiap buka internet banking suka keluar sendiri terus pas di ulang kembali harus nuggu lagi minit aplikasi nya ga bisa di bawa dalam kondisi urgenttolong di perbaikin lagi,2,BCAMobile_reviews
hi admin aplikasi update terkini membuat tidak mau terbuka sudah saya instal ulang berkalikali padahal coba restart hpnya kemungkinan terdapat bug di aplikasinya tolong segera diperbaiki,2,BCAMobile_reviews
udah instal beberapa kali cuma pas mau verivikasi kirim sms ga muncu kode yg mau di kirim,2,BCAMobile_reviews
ada apakah dengan feb ini apakah aku aja yang mengalami eror tidak bisa tf,2,BCAMobile_reviews
adminsaya sdh x update tapi tetap aja gak bisa loginrepot klo mau transfer harus ke atm terus,2,BCAMobile_reviews
kenapa mbca sy tidak bisa dibukadisaat dibuka kembli sndri alias hilang,2,BCAMobile_reviews
kenapa diupdate kok ga bisa berkalikali,2,BCAMobile_reviews
di update bukannya tambah lancar dan bagus ini mala lemot gimana sih padahal sinyal bagus tapi merah trus tolong lah di perbaiki lagi biar lancar dan gak lemot,2,BCAMobile_reviews
saran seharusnya bca mobile memberikan fitur laporkan penipuan agar tidak ada lagi yang jdi korban smoga di proses ya,2,BCAMobile_reviews
susah nerima sms pripikasi,2,BCAMobile_reviews
setelah di apdet tidak bisa di gunakan keluar terus keluar terus kalo di buka,2,BCAMobile_reviews
slalu pemeliharaan sistem di malam hari dan ga ada pemberitahuan sebelumnya kalo org lagi urgent gimana tolong diperbaiki lagi,2,BCAMobile_reviews
saya sangat kecewa dengan bank bca kenapa tidak ad informasiketika saya langsung datang ke kantor bca terkait uang mengendap rb saya tidak tau bapak saya transfer sebesar jadinya tidak masuk dan menjadi saldo mengendap saya tidak akan memakai bank ini lagi jujur saya kecewa banget duit yang bapak saya transfer sangatlah penting dan menurut saya bca mobile adalah rekening terburuk yang saya temui,2,BCAMobile_reviews
saya mengalami keluhan samasering keluar sendiri kalau dibuka tolong diperbaiki karena saya sudah hapus terus instal lagi jadinya data saya habis,2,BCAMobile_reviews
setelah di update ke versi terbaru aplikasi tidak bisa dibuka selalu close sendiri mohon diperbaiki,2,BCAMobile_reviews
hari ini juli terpaksa update aplikasi mbca setelah update sukses tetap tidak bisa tranfer saya coba tranfer antar bank saat pilih nomer rekening langsung log out dari aplikasi saya coba tranfer ke sesama bca aplikasi langsung berhenti dan keluar aplikasi untuk cek saldo masih bisa minta tolong kenapa ini yang update bulan mei dan terakhir juli sama saja tidak bisa untuk tranfer tranfer menggunakan qris masih bisa,2,BCAMobile_reviews
mas sta qsfw xz,2,BCAMobile_reviews
habis di updet malah lemot parah gilaa,2,BCAMobile_reviews
bagus sih keamanan nya ketat sampai sampai kita ganti hp aja ribet kali harus pergi ke teler verifikasi wajah gagal terus bagus banget buat org yang punya banyak waktu,2,BCAMobile_reviews
aplikasi tidak bisa cek saldo halaman cek saldo tidak menampilkan apaapa jadi sementara pakai klikbca dulu semoga masalah cepat terselesaikan keterangan device realme c android v,2,BCAMobile_reviews
keluar sendiri mbanking nya pas mau masuk harus sms operator tapi pas sms gak ada balasan dari operator,2,BCAMobile_reviews
tadi siang aku transfer dari bank bpd ke bank bca lewat mobile banking saldo sudah berkurang tetapi saldo yang di bca tidak tambah,2,BCAMobile_reviews
saya mengalami kendala pada saat verifikasi wajah udh jam lebih ga kelar tolong bantu saya dong admin masa mau pakai mbanking sendiri aja ribet banget,2,BCAMobile_reviews
setiap kali update pembaharuan langsung keluar otomatis dan susah login harus ngulang lagi dari awal ujung ujung nya harus ke bank buat benahin lagi,2,BCAMobile_reviews
lemot banget najis,2,BCAMobile_reviews
knp susah bnget verivikasi pdahal udah msukin no ko jbawan nya cancel mulu,2,BCAMobile_reviews
kenapa ya m banking saya ga bisa keluar trus ga bisa di pake aduh sampe pusing saya tolong solusinya,2,BCAMobile_reviews
susah sekali mau download muter teruus,2,BCAMobile_reviews
tampilan kurang menarik tidak ada finger kurang fitur yang memudahkan pengguna dalam transaksi utk pengisian paylater dan transaksi belanja online yg barusan diproses,2,BCAMobile_reviews
ini gimna sih gabisa transfer error mulu,2,BCAMobile_reviews
sinyal merah bae lama ijonya semenjak update,2,BCAMobile_reviews
buat dong developer buka aplikasi mobile bca pakek finger print masak kalah sama yang lain terimakasih,2,BCAMobile_reviews
sementara transaksi tidak dapat diproses silahkan ulangi beberapa saat lagi dri mnggu lalu begini mulu hmmm mohon solusinya,2,BCAMobile_reviews
verifikasi ktp dan wajah gagal gagal terus ribet banget harus ke bank bca,2,BCAMobile_reviews
saya sangat kecewa berulang kali mencoba masuk di mobile selalu kesulitantolong dibenahi aplikasi mobile nya,2,BCAMobile_reviews
banyak gangguan sinyal lemot,2,BCAMobile_reviews
mau bikin m banking dah kirim sms gaada balasan sama sekali,2,BCAMobile_reviews
terkendala verifikasi sms pulsa terpotong tapi tidak bisa masuk sudah beberapa kali mohon ganti verifikasinya lewat wa,2,BCAMobile_reviews
aplikasi tidak bisa d gunakan slalu nutup sndri,2,BCAMobile_reviews
kenapa ini kok force close trs jadi terhambat bisnis saya,2,BCAMobile_reviews
begitu diupdate aplikasinya gag bisa dipakai jadi menghambat transaksi,2,BCAMobile_reviews
gak suka sama versi yang sekarang saldonya sedikit,2,BCAMobile_reviews
kenapa sekarang gk bisa isi pulsa,2,BCAMobile_reviews
ganti hp verifikasinya beribet tidak berhasil terus,2,BCAMobile_reviews
coba untuk update nya diperbaiki lagi yang dari sebelumnya sudah mudah bisa langsung masuk tanpa aktifkan lokasi ini kok malah jadi tambah ribet ya sama coba ditingkatkan lagi bisa pakai fitur biometrik untuk login akun nya supaya lebih sat set dan dipermudah untuk melihat mutasi rekening secara detail yang tidak cuma berbentuk daftar saja dan tidak perlu screen shoot lagi untuk mengirim mutasi mohon dipermudah untuk pengguna dari segi kecanggihan teknologi,2,BCAMobile_reviews
sekarang repot ya kalo ganti ganti hp harus verif diri udah gitu gagal mulu harus banget hub hallo bca juga padahal lagi penting repot bgt sih,2,BCAMobile_reviews
tidak bisa verivikasi saat pindah hp,2,BCAMobile_reviews
kenapa masih force close sih hadehh,2,BCAMobile_reviews
saldo kepotong tp transaksi gakmasuk gmna ini,2,BCAMobile_reviews
habis update kenapa mbanking ku harus nyalain lokasi agar bisa masuk,2,BCAMobile_reviews
saya kasih bintang saja tk kasih bintang kok mesakne men sistem lampu klo gak berwarna hijau gabisa transaksi pdahal sinyal bagus bagusnya tk buat buka mbanking lain bisalancar di bca mobile banking susah bener dan yg paling merepotkan yaitu kebanyakan menu yg sangat merepotkan tolong lah pihak bca mbok ya dibuat simple gitu kita yg anak muda aja susah apalagi orang dewasa yg menggunakannya,2,BCAMobile_reviews
abis di update gk bisa di klik pencariana bukan tambah bagus malah jelek,2,BCAMobile_reviews
pake wifi atau jaringan g ga nisa ngecheck atau login,2,BCAMobile_reviews
apaan musti harus verifikasi ulang terus ribet buang pulsa,2,BCAMobile_reviews
kenapa skrg mbca gangguan terus ya akhir akhir ini susah log in pas dh log in malah sistem terganggu macam kendala nya,2,BCAMobile_reviews
dari semalam kok gak bisa transaksi yaapa lgi eror bca nya,2,BCAMobile_reviews
min tolongin min saya bca saya terblokir min saya lupa kata sandi gara gara kerestar hpnya,2,BCAMobile_reviews
sya mau transfer ke sesama bca mental terussya hapus data malah ga bisa masuk ada apa inidengan mbanking bca,2,BCAMobile_reviews
bca mobile tetap tdk bs dibuka meskipun sudah mengikuti saran untuk menonaktifkan fitur di aksesibilitas sudah berhari hari sprt ini bahkan sdh instal ulang jg ttp gk bs buka sungguh mengecewakan,2,BCAMobile_reviews
pekerjaan d bengkel mbldiesel,2,BCAMobile_reviews
dari kemaren ngga bisa di buka selalu force close udah hapus dan instal lg tp tetap udah ikut panduan tp masih ngga bisa di buka juga lg kenapa sih bca,2,BCAMobile_reviews
setelah update malah jelek update inbox hapus histori malah nggak ada,2,BCAMobile_reviews
sering keluar sendiri aplikasi bca mobilenya dan kalau masuk ke aplikasi lagi harus pake pulsa merugikan sekaliiii,2,BCAMobile_reviews
bca mobile lagi error ya gak bisa cek saldo transaksi lama banget,2,BCAMobile_reviews
saya mau cek saldo gabisa padahal indikator sudah berwarna hijau tapi tulisan nya sending terus langsung berubah biru kalo ga di klik hijau tolong dipulihkan,2,BCAMobile_reviews
qris eror duit ilang belum kembali tolong kembalikan uang saya,2,BCAMobile_reviews
tolong diupdate aplikasinya saya mau ferifikasi muka tapi kamera depan gak mau kebuka atau blank hitam padahal kamera tidak bermasalah kalo pas foto ktp pakai kamera belakang bisa trimakasih,2,BCAMobile_reviews
sering gangguan bikin pening,2,BCAMobile_reviews
min ini kenapa akun bca mobile saya lampu indikatornya merah terus padahal koneksi aman aman aja tolong dong di benerin lagi saya mau transaksi jadi susah ini,2,BCAMobile_reviews
mau buka aplikasi klikbca kok tiba tiba ga bisa dibuka apa ada masalah di aplikasi ya,2,BCAMobile_reviews
pas vid call nya susah sekali proses mulu sedengken atm sama tabungan mau d pake hari senin buat ke bandung,2,BCAMobile_reviews
saya pernah kebobolan dari m bca oleh orang yg ga ber danggung jawab dengan ber bagai modus nya semua saldo di m bca saya ludes yg saya heran si pelaku bisa meretas data diri saya dan tau kalau saya nasabah bca hanya dari nomor telpon wa peri badi saya kepada pihak bca saya minta tolong untuk di per ketat lagi dalam sistem ke amanan nya agar di dak ter jadi kebocoran data dan perivasi para nasabah ter kait yg menimpa saya saya merasa ini ter jadi karena kurang ketatnya sistim ke amanan,2,BCAMobile_reviews
update kali ini saya kurang suka karena tidak dapat menghapus inbox,2,BCAMobile_reviews
slmt siang bca sy dr awal buat bca dan kartu atm nya sampai saatbin knpa saldo sy di bca sigital dr rb sampai saat in tdk prnh di pake tdk perh transaksi apapun tiba saldo sy besar knpa in dr awal ay buat katanya saldo sigital bca sy tdk akn brkurang tpi nyata mhn di jelaskn pihak bca,2,BCAMobile_reviews
jelek setiap hari sekali notip mulu,2,BCAMobile_reviews
udah hari mau tf sesama rekening jusru gak bisa masuk gak jaringan terputus terus tapi giliran beda rekening lancar udah coba update udah coba unistal pasang lagi tetep aja baru ini sedikit kecewa sama bca,2,BCAMobile_reviews
ini kenapa force close terus yaa,2,BCAMobile_reviews
mau buat kartu atm bca lewat aplikasi kok ngga ada balasan verifikasi ya udah kirim sms x ngga ada balasan sungguh pelayanan yg sangat buruk,2,BCAMobile_reviews
kenapah lupa nomer kartu kaga bisa di buka ya padahal userid bener pin bener knapah tidak bisa di buka akun sayah,2,BCAMobile_reviews
verifikasi wajah gagal terus ribet gak semudah bank lain gagal gagal gagal tanpa penjelasan,2,BCAMobile_reviews
verifikasi ulang di hp baru gagal terus tiap hari suruh ngulang tapi selalu gagal ng seperti di sebelah dia auto bisa langsung pindah ng ribet kayak di sini jadi males pake m bca terlalu bertele dan ribet,2,BCAMobile_reviews
sudah update kok mau transfer gak otomatis lagibiasanya ketik nama langsung keluar ini haru pilih sendirimenyebalkan,2,BCAMobile_reviews
bkin rekening baru di transfer dana ga masuk gmna ni,2,BCAMobile_reviews
udah vervikasi sms beberapa kali susah banget buat masuknya ampun dahh,2,BCAMobile_reviews
kok tiba keblokir ya rekening nya,2,BCAMobile_reviews
saya coba daftar rekening baru lewat aplikasi selalu gagal pulsa juga sudah terpotong banyak,2,BCAMobile_reviews
force closed ampe minggu lebih saya uninstal saya ulang tetep gbs malah eror berlebihan entah dimana salah begini terus,2,BCAMobile_reviews
kok pagi ini buka bca mobile merah terus ya,2,BCAMobile_reviews
jelek banget tiba harus apdet ga bisa ditunda dulu,2,BCAMobile_reviews
verifikasi wajah sma ktp segala mana susah bgt gagal terus org lagi perlu malah lelet gitu saya mau tarik tabungan saya dan pindah ke mandiri by livin atau dana lebih mudah gampang dan ga ribet kaya apk ini sangat di sayangkan mempersulit hal yg sudah mudah,2,BCAMobile_reviews
sekarang inbox hasil tf gak bisa di hapus ngeselin bngt mesti uninstall mbca,2,BCAMobile_reviews
knp g bisa verifikasi mi,2,BCAMobile_reviews
saya cek saldo kok hanya putih aja ya nd ad tulisan nya,2,BCAMobile_reviews
kok di buka ilang lgi ilang ya admintolong di bantu,2,BCAMobile_reviews
sory tak kasih bintang ni tba bca mobail nya gak bisa di buka setiap x di buka langsung kmbli gak tau ap sbab nya,2,BCAMobile_reviews
proses verifikasi wajah sulit sekali,2,BCAMobile_reviews
lemottt,2,BCAMobile_reviews
tolong segera diperbaiki ya bank bca agar tidak terkendala seperti saat ini transaksi sering bermasalah karna indikator lampu yang sering merah biru ke hijaunya lama padahal jaringan lancar mau itu wifi data seluler setelah di update makin susah buat ke rekening yang sudah terdaftar jadi harus scroll sampai bawah cari satu satu ga bisa diketik pencarian saat buka aplikasi agak lama responnya,2,BCAMobile_reviews
burukeror mulu,2,BCAMobile_reviews
ga ada lampu hijau jadi susah,2,BCAMobile_reviews
asal aman semuanya puas,2,BCAMobile_reviews
diperbaharui malah bukanya lama bgt,2,BCAMobile_reviews
ya betul aneh sore tadi susah kebuka app nya,2,BCAMobile_reviews
update versi force close apk sudah di hapus cache dan hapus data bahkan instal ulang msh tetap sama hp redmi os android tolong di perbaiki tks,2,BCAMobile_reviews
ini kenapa y kok gk bisa d gunakan ketika di buka langsung close semdiri,2,BCAMobile_reviews
duh trus aja gagal verifikasi internet udh bagus tetep aja kayak gt pakek wifi juga sudah,2,BCAMobile_reviews
caraan gua kalo qris lagi bermasalah himbau kasih tau dong ini mau hubungin lewat halo bca susah banget saldo lenyap nyangkut di bca mau telpon halo bca gajelas aplikasi nya,2,BCAMobile_reviews
kurang bagus sekarang semenjak di donlowad ulang,2,BCAMobile_reviews
ko ribet gini jadi kblokir bangking nya,2,BCAMobile_reviews
ga bisa lihat mutasi rekening lebih dari hari kurang nyaman sih,2,BCAMobile_reviews
beberapa hari ini parah lampu indikator nya merah terus bikin ribet urusan,2,BCAMobile_reviews
bro kenapa tiap mau transaksi pembayaran selalu gagal sih masalah sinual bagus kok terus masalah jam aman kok kadang suka nge lag sendiri,2,BCAMobile_reviews
begituh buruk skali,2,BCAMobile_reviews
saya merasa tidak ada mengiyakan asuransi cigna tapi ada tagihan di kartu kredit utk asuransi cigna ada kerja sama tp klo ada koplain suruh hubungi sendiri ke asuransi nya padahal cigna tau nmr tlp sy pasti dr bca tlp ke cigna yg gada bebas pulsa ga bisa di hub,2,BCAMobile_reviews
bintang dlu ktika mau login ada pmberitahuan bhwa aplikasi ini telah bnyk dilaporkan sbgai aplikasi palsumksdnya gmn inisya mau login jdi ragutolong benerin,2,BCAMobile_reviews
updte baru bikin lemot,2,BCAMobile_reviews
sering susah log in,2,BCAMobile_reviews
bagus sih tapi kok setelah abdet kok mbanking sy idup mati aja ya kenapa ya,2,BCAMobile_reviews
di vidiocall ga ada yg jawab,2,BCAMobile_reviews
saldo ke potong di mutasi ada kepotong tapi bukti di inbox qris gada gmana ini,2,BCAMobile_reviews
knp mbanking bca sering gangguan dan sllu kmbali ke awal saat mau masuk pin sdh benar knp bisa kyk gitu,2,BCAMobile_reviews
di update malah ga bisa dibuka sampe uninstall dan download lagi tetap gabisa dibuka,2,BCAMobile_reviews
ka kenapa tidak bisa login katanya harus masuk dengan no hp sama padahal sama pas verifikasi ga ada,2,BCAMobile_reviews
kenapa setelah di update gak bisa dibuka aplikasinya,2,BCAMobile_reviews
setelah di update malah jadi ga bisa masukmalah mnta verifikasi ulang di verifikasi malah tetep gagal teruspadahal pulsa ada,2,BCAMobile_reviews
pindah perangkat susah abis makan pulsa doang tp kgk bisa,2,BCAMobile_reviews
dari semalam bca gangguan terus ga bisa proses smua kerjaan jadi terbengkalai hmmmm,2,BCAMobile_reviews
