content,clean_text,score,bank
BCA lagi offline bukan,bca lagi offline bukan,2,BCAMobile_reviews
Makin kesini pembaruannya malah.tampilan QR code malah di hilangkan.jadi g bisa nampilin QR code,makin kesini pembaruannya malahtampilan qr code malah di hilangkanjadi g bisa nampilin qr code,2,BCAMobile_reviews
Saya perlu kode OTP tapi tidak pernah di Respon,saya perlu kode otp tapi tidak pernah di respon,2,BCAMobile_reviews
TDK bisa d operasionalkan,tdk bisa d operasionalkan,2,BCAMobile_reviews
"Pantas saja banyak yg komplain. makin lama kok makin eror. Mau transfer aj susah bgt. Sinyal merah terus gak kebaca. Perbaiki dong. Buat apa adanya aplikasi mbanking kalo tau kesininya makin eror begini Gak ngerti pulsa pas""an dibikin makan pulsa. Gak jelas aplikasi nya . jaringan normal kok malah terputus gak jelas ini . Merugikan",pantas saja banyak yg komplain makin lama kok makin eror mau transfer aj susah bgt sinyal merah terus gak kebaca perbaiki dong buat apa adanya aplikasi mbanking kalo tau kesininya makin eror begini gak ngerti pulsa pasan dibikin makan pulsa gak jelas aplikasi nya jaringan normal kok malah terputus gak jelas ini merugikan,2,BCAMobile_reviews
Ada masalah untuk transfer antar bank sering keluar sendiri,ada masalah untuk transfer antar bank sering keluar sendiri,2,BCAMobile_reviews
"setelah di update tampilannya malah burik, dan saat transfer gagal karena sinyal harus ngetik lagi dari awal. sorry Sy kasih w bintang",setelah di update tampilannya malah burik dan saat transfer gagal karena sinyal harus ngetik lagi dari awal sorry sy kasih w bintang,2,BCAMobile_reviews
"Aplikasinya force close, sudah diunist dan reinst lagi tetap sama :(",aplikasinya force close sudah diunist dan reinst lagi tetap sama,2,BCAMobile_reviews
Kenapa kok gabisa diupdate yah?? Sinyal ada penyimpanan juga masih ada??,kenapa kok gabisa diupdate yah sinyal ada penyimpanan juga masih ada,2,BCAMobile_reviews
"tolong diperbaiki aplikasi nya, sebelumnya mau tf mudah aja tinggal ketik nama atau tempel no rek langsung timbul penerima tf. sekarang harus scroll sendiri. itu jatuhnya mempersulit orang2 yang kerjaannya berurusan dengan dana. jadi mohon untuk diperbaiki. terima kasih",tolong diperbaiki aplikasi nya sebelumnya mau tf mudah aja tinggal ketik nama atau tempel no rek langsung timbul penerima tf sekarang harus scroll sendiri itu jatuhnya mempersulit orang yang kerjaannya berurusan dengan dana jadi mohon untuk diperbaiki terima kasih,2,BCAMobile_reviews
"tolong segera di tindak lanjuti, ini saya gabisa buat transaksi sehari"" , ngambli uang pun susah",tolong segera di tindak lanjuti ini saya gabisa buat transaksi sehari ngambli uang pun susah,2,BCAMobile_reviews
habis pembaruan malah forclose terus,habis pembaruan malah forclose terus,2,BCAMobile_reviews
"verifikasi muka ga bisa, verifikasi ktp-el juga ga bisa, semakin downgrade aja ini apk, solusi=tidak ada solusi",verifikasi muka ga bisa verifikasi ktpel juga ga bisa semakin downgrade aja ini apk solusitidak ada solusi,2,BCAMobile_reviews
"lah ini kenapa lagi kok makin sulit,di suruh dfta foto ktp isi data sesuai kt udh,mlah data gk sma,error,blik ke hp lama eh gk bisa transaksi,asli bukan nya makin mudah malah lbh ribet,payah",lah ini kenapa lagi kok makin sulitdi suruh dfta foto ktp isi data sesuai kt udhmlah data gk smaerrorblik ke hp lama eh gk bisa transaksiasli bukan nya makin mudah malah lbh ribetpayah,2,BCAMobile_reviews
Menu edit di inbox tolong di kembalikan! Mau hapus riwayat transaksi jadi tidak bisa!!,menu edit di inbox tolong di kembalikan mau hapus riwayat transaksi jadi tidak bisa,2,BCAMobile_reviews
sorry ya gue jadi kasih bintang 2 aja deh. enga tau kenapa nih kok saat mau TF selalau forced closed . terpaksa uninstall install lagi. sekarang malah gak bisa registrasi. malah gak bisa mencentang syarat dan ketentuan . aneh banget nihh udah uninstall dan download lagi.. versi terbaru. koneksi internet tidak ada issue,sorry ya gue jadi kasih bintang aja deh enga tau kenapa nih kok saat mau tf selalau forced closed terpaksa uninstall install lagi sekarang malah gak bisa registrasi malah gak bisa mencentang syarat dan ketentuan aneh banget nihh udah uninstall dan download lagi versi terbaru koneksi internet tidak ada issue,2,BCAMobile_reviews
Bca ini bagaimana ya verifikasi wajah kok gak bisa bisa. Ini mau mempermainkan nasabah atau bagaimana ya. Atau sistemnya yg masih kurang. Ganti aja bagian sistem seperti ini susah benar. Bukannya mudah kok malah sulit ya.,bca ini bagaimana ya verifikasi wajah kok gak bisa bisa ini mau mempermainkan nasabah atau bagaimana ya atau sistemnya yg masih kurang ganti aja bagian sistem seperti ini susah benar bukannya mudah kok malah sulit ya,2,BCAMobile_reviews
"Kemarin di update, sekarang jd nya sering error mulu kode 205.",kemarin di update sekarang jd nya sering error mulu kode,2,BCAMobile_reviews
BCA knpa susah kode ferivikasinya,bca knpa susah kode ferivikasinya,2,BCAMobile_reviews
"Pas mau top-up gopay malah gak bisa, udah muat ulang HP tetep gak bisa. Pokoknya udah segala cara tapi tetep gak bisa. Terakhir hapus semua data apk bca Mobile nya malah gak bisa masuk lagi, ini knp si?!!!!",pas mau topup gopay malah gak bisa udah muat ulang hp tetep gak bisa pokoknya udah segala cara tapi tetep gak bisa terakhir hapus semua data apk bca mobile nya malah gak bisa masuk lagi ini knp si,2,BCAMobile_reviews
Tolong d perbaiki updatenya. selalu close force,tolong d perbaiki updatenya selalu close force,2,BCAMobile_reviews
"mau login aja susah banget, verifikasi gagal mulu, pdhl pulsa ada kuota ada jaringan bagus, tolong bantuannya ya",mau login aja susah banget verifikasi gagal mulu pdhl pulsa ada kuota ada jaringan bagus tolong bantuannya ya,2,BCAMobile_reviews
"Cara mengatasi Unable to authenticate your identity bagaimna y,, mohon bantuanya🙏🏻🙏🏻tolong di bantu y agar lebih memudah kan saya dalam memakai aplikasinya ,,, tolong arahanya y ,, soalnya sudah hampir 1 minggu saya tidak bisa melkukan atau membuka aplikasinya karena hal tersebut,,, saya sangat butuh bantuanya agar saya bisa kembali menggunakan aplikasinya dengan baik seperti biasanya🙏🏻🙏🏻🙏🏻sekali lagi saya mohon untuk bantuanya ,,, atau aplikasinya harus di unistal y baru bisa di gun",cara mengatasi unable to authenticate your identity bagaimna y mohon bantuanyatolong di bantu y agar lebih memudah kan saya dalam memakai aplikasinya tolong arahanya y soalnya sudah hampir minggu saya tidak bisa melkukan atau membuka aplikasinya karena hal tersebut saya sangat butuh bantuanya agar saya bisa kembali menggunakan aplikasinya dengan baik seperti biasanyasekali lagi saya mohon untuk bantuanya atau aplikasinya harus di unistal y baru bisa di gun,2,BCAMobile_reviews
kenapa yah Skrng Gangguan BCA,kenapa yah skrng gangguan bca,2,BCAMobile_reviews
Iy perasan mau daftar Susa bnget gagal Mulu Dri tadii,iy perasan mau daftar susa bnget gagal mulu dri tadii,2,BCAMobile_reviews
Kasih dua dlu yaa,kasih dua dlu yaa,2,BCAMobile_reviews
"Kok kalo buat top up dana ga masuk ya, mana saldo udah kepotong banyak lagi tanpa ada laporan berhasil/tidaknya. nyangkut kemana duitnya 😴",kok kalo buat top up dana ga masuk ya mana saldo udah kepotong banyak lagi tanpa ada laporan berhasiltidaknya nyangkut kemana duitnya,2,BCAMobile_reviews
22.000 ww29 pmd weh 8,ww pmd weh,2,BCAMobile_reviews
Selalu harus masukan kode otp sedangkan kode otp nya ga masuk masuk ke sms no saya nya,selalu harus masukan kode otp sedangkan kode otp nya ga masuk masuk ke sms no saya nya,2,BCAMobile_reviews
tambah buruk kyk pinjol aja hrs Poto KTP segala macem Poto wajah huuu,tambah buruk kyk pinjol aja hrs poto ktp segala macem poto wajah huuu,2,BCAMobile_reviews
Lampu indikator merah terus Pada hal jaringan bagus Buka youtube fb lancar2 aja Mohon diperbaiki,lampu indikator merah terus pada hal jaringan bagus buka youtube fb lancar aja mohon diperbaiki,2,BCAMobile_reviews
Sulitnya verifikasi ulang pulsa sampe abis banyak gagal terus 😭,sulitnya verifikasi ulang pulsa sampe abis banyak gagal terus,2,BCAMobile_reviews
"Gak jelas, minta aktivasi ulang mulu. Rugi pulsa!.",gak jelas minta aktivasi ulang mulu rugi pulsa,2,BCAMobile_reviews
ini kenapa kadang error ya di buka.,ini kenapa kadang error ya di buka,2,BCAMobile_reviews
Westtt parah nga bisa apk nya setelah update,westtt parah nga bisa apk nya setelah update,2,BCAMobile_reviews
"Di suruh verefikasi ulang tiap bulan, bikin ganggu kalo lagi buru buru. Mana susah lagi verefikasi nya lama, banyak elor nya waktu verefikasi, Tolong up min apk nya, kuno banget tampilannya padahal nasabah mu banyak lohhh... minimal kaya Brimo lah Lancar",di suruh verefikasi ulang tiap bulan bikin ganggu kalo lagi buru buru mana susah lagi verefikasi nya lama banyak elor nya waktu verefikasi tolong up min apk nya kuno banget tampilannya padahal nasabah mu banyak lohhh minimal kaya brimo lah lancar,2,BCAMobile_reviews
"Saldo saya seminggu yang lalu sisa 43.000 terus tadi saya cek tinggal 9.000 padahal gak ada transaksi apapun, emang berapa sih saldo kita di potong perbulan???? Izin bertanya",saldo saya seminggu yang lalu sisa terus tadi saya cek tinggal padahal gak ada transaksi apapun emang berapa sih saldo kita di potong perbulan izin bertanya,2,BCAMobile_reviews
Ini kenapa ya ada kode 232 dan gak bisa masuk untuk mengecek saldo,ini kenapa ya ada kode dan gak bisa masuk untuk mengecek saldo,2,BCAMobile_reviews
Sinyal merah lama ketika sdg urgent,sinyal merah lama ketika sdg urgent,2,BCAMobile_reviews
Ini bca di handphone saya kok gk bisa dibuka ya keluar sendiri trs ya tolong solusinya,ini bca di handphone saya kok gk bisa dibuka ya keluar sendiri trs ya tolong solusinya,2,BCAMobile_reviews
saya tidak bisa login ke perangkat baru mohon bantuan nya untuk akses ke mbaking saya,saya tidak bisa login ke perangkat baru mohon bantuan nya untuk akses ke mbaking saya,2,BCAMobile_reviews
Kasih tiga ajja dulu karna loding nya susah,kasih tiga ajja dulu karna loding nya susah,2,BCAMobile_reviews
"Kami.transaksi kenapa kok suruh update lagi,karena hp saya sdh tdk muat kalau update lagi.tolong biar kami bisa transaksi",kamitransaksi kenapa kok suruh update lagikarena hp saya sdh tdk muat kalau update lagitolong biar kami bisa transaksi,2,BCAMobile_reviews
Kenapa pake verifikasi muka dah sekarang.. Segala di tolak terus pula.. Ga jelas,kenapa pake verifikasi muka dah sekarang segala di tolak terus pula ga jelas,2,BCAMobile_reviews
"Apakah yg sudah punya rekening bisa pasang aplikasi ini dan bisa transaksi, tanpa harus kekantor cabang?",apakah yg sudah punya rekening bisa pasang aplikasi ini dan bisa transaksi tanpa harus kekantor cabang,2,BCAMobile_reviews
"Tgl 28 januari, beli token listrik, di mutasi rekening sudah terpotong saldonya tapi tidak keluar struk buat kwh nya ,tlg dong bca dibalikin saldo sy",tgl januari beli token listrik di mutasi rekening sudah terpotong saldonya tapi tidak keluar struk buat kwh nya tlg dong bca dibalikin saldo sy,2,BCAMobile_reviews
Ndk bisa di buka Langsung kembali..,ndk bisa di buka langsung kembali,2,BCAMobile_reviews
Gak tau knp aku gk bisa registrasi beri saran dong min,gak tau knp aku gk bisa registrasi beri saran dong min,2,BCAMobile_reviews
saat ini sering eror mbca .. tolong dong diperbaiki,saat ini sering eror mbca tolong dong diperbaiki,2,BCAMobile_reviews
"Login mau verifikasi wajah susah, sampe pegel ngulang gak berhasil hadeuuh makinan ruweett nh",login mau verifikasi wajah susah sampe pegel ngulang gak berhasil hadeuuh makinan ruweett nh,2,BCAMobile_reviews
"Ini kenapa ya mau aktifasi kok ga ada muncul kode otp nya nomernya juga sdh ditaruh di SIm 1 pulsa ada, tapi ga muncul kodenya Kok jadi susah gini ya gunain apk nya Tolong solusinya",ini kenapa ya mau aktifasi kok ga ada muncul kode otp nya nomernya juga sdh ditaruh di sim pulsa ada tapi ga muncul kodenya kok jadi susah gini ya gunain apk nya tolong solusinya,2,BCAMobile_reviews
BCA Makai Parah Aja Nih Setiap Org Tf Ke Kita Saldo Kita Sllu Di Ambil 10 Rb Bayangin 10 Org Tf Dlm Sehari Udh 100 Ribu Gilak Gak Tuh,bca makai parah aja nih setiap org tf ke kita saldo kita sllu di ambil rb bayangin org tf dlm sehari udh ribu gilak gak tuh,2,BCAMobile_reviews
Tolong diperbaiki verifikasi selalu gagal,tolong diperbaiki verifikasi selalu gagal,2,BCAMobile_reviews
"mbankingnya kok gak bisa buat update foto qris ya, lucu bener aplikasinya jd bnyk minusnya, kalah sama dana,ovo dan gopay klo gini, jgn adminnya aja mau lancar tp transaksi jd ribet.",mbankingnya kok gak bisa buat update foto qris ya lucu bener aplikasinya jd bnyk minusnya kalah sama danaovo dan gopay klo gini jgn adminnya aja mau lancar tp transaksi jd ribet,2,BCAMobile_reviews
Sekarang lebih ribet kalau hp direset bca kita dwonload baru pas masuk sudah diisi data kita... Terus minta foto wajah kita susah minta ampun gagal melulu.,sekarang lebih ribet kalau hp direset bca kita dwonload baru pas masuk sudah diisi data kita terus minta foto wajah kita susah minta ampun gagal melulu,2,BCAMobile_reviews
"Kenapa skrng tidak bisa hapus riwayat transfer di m-Transfer ya?, niat ingin membersihkan agar tidak terlalu banyak sampah riwayat lama. Dan juga di awal biasanya ada kata selamat datang, ""nama kita"" tetapi sekarang hanya tulisan ""selamat datang"" saja mungkin bug?",kenapa skrng tidak bisa hapus riwayat transfer di mtransfer ya niat ingin membersihkan agar tidak terlalu banyak sampah riwayat lama dan juga di awal biasanya ada kata selamat datang nama kita tetapi sekarang hanya tulisan selamat datang saja mungkin bug,2,BCAMobile_reviews
"Saya ini pulsa melalui m- banking sampai skrg belum masuk juga, sementara saldo saya udah di potong. Maksud nya bagaimana ini",saya ini pulsa melalui m banking sampai skrg belum masuk juga sementara saldo saya udah di potong maksud nya bagaimana ini,2,BCAMobile_reviews
"km kenapa sih akhir² ini kek siput, lemot bgt 😭",km kenapa sih akhir ini kek siput lemot bgt,2,BCAMobile_reviews
Knp yang saya 208 ajh,knp yang saya ajh,2,BCAMobile_reviews
"Dulu gampang bgt kalo ganti hp, tinggal masukin nomor yg ada di kartu atm . Bisa langsung akses. Skrng mah mesti foto ktp dulu. Mana gabisa"". Mesti ke kantor bank terkait. Ribettt",dulu gampang bgt kalo ganti hp tinggal masukin nomor yg ada di kartu atm bisa langsung akses skrng mah mesti foto ktp dulu mana gabisa mesti ke kantor bank terkait ribettt,2,BCAMobile_reviews
Aplkkasai ruasakk,aplkkasai ruasakk,2,BCAMobile_reviews
"Fitur inbox nggak bisa, isi pulsa nggak bisa",fitur inbox nggak bisa isi pulsa nggak bisa,2,BCAMobile_reviews
Saya udah download. Pas klik menu. Muncul persyaratan yg harus di setujui . Pas mau kasih centang . Ga bisa . Mungkin harus kasih centong kali yah biar bisa.,saya udah download pas klik menu muncul persyaratan yg harus di setujui pas mau kasih centang ga bisa mungkin harus kasih centong kali yah biar bisa,2,BCAMobile_reviews
"tolong tindakan nya buat bank BCA knpa uang saya yang maduk bisa ga sesuai sma yg di kirim kan. ini bukan sekali 2x tp udah berkali"" dan nominal pun bertambah 2 kali lipat!!!",tolong tindakan nya buat bank bca knpa uang saya yang maduk bisa ga sesuai sma yg di kirim kan ini bukan sekali x tp udah berkali dan nominal pun bertambah kali lipat,2,BCAMobile_reviews
"Ini gmna ya,kan saya baru buat BCA lewat hp terus saya isi saldo nya dari dana ke BCA sebesar 50.000 Pdhl berhasil ada bukti transaksi nya tapi pas di cek saldo yg di BCA nya masih 0 itu knp ya, mohon penjelasannya?",ini gmna yakan saya baru buat bca lewat hp terus saya isi saldo nya dari dana ke bca sebesar pdhl berhasil ada bukti transaksi nya tapi pas di cek saldo yg di bca nya masih itu knp ya mohon penjelasannya,2,BCAMobile_reviews
BCA mobile saya ke logout karena lupa kode aksesnya.dan mau login harus masukin 16 angka yg tertulis di kartu untuk mendapatkan verifikasi ulang..tp setelah saya coba tidak bisa dan itu sudah saya lakukan beberapa kali tp tetep ga bisa.mohon penjelasannya apa permasalahanya.sebelumnya saya jg pernah mengalami hal serupa tapi waktu itu tidak ada masalah.terimakasih,bca mobile saya ke logout karena lupa kode aksesnyadan mau login harus masukin angka yg tertulis di kartu untuk mendapatkan verifikasi ulangtp setelah saya coba tidak bisa dan itu sudah saya lakukan beberapa kali tp tetep ga bisamohon penjelasannya apa permasalahanyasebelumnya saya jg pernah mengalami hal serupa tapi waktu itu tidak ada masalahterimakasih,2,BCAMobile_reviews
Knapa kog gak bisa di buka ya apalikasi nya,knapa kog gak bisa di buka ya apalikasi nya,2,BCAMobile_reviews
"Kenapa saya gak bisa buka apk nya?? Ketika sudah di klik ko tidak bisa masuk apk nya yah ,kenapa??",kenapa saya gak bisa buka apk nya ketika sudah di klik ko tidak bisa masuk apk nya yah kenapa,2,BCAMobile_reviews
"nyesel banget diupdate, sinyal jadi gak stabil",nyesel banget diupdate sinyal jadi gak stabil,2,BCAMobile_reviews
"uang ku selalu kepotong 10k pdhl cuma masukin uang ke bank sendiri, bukan TF ke rekening lain, udah kepotong bulanan 14k ini kepotong jg 10k. Kan lumayan 10 buat beli seblak, tolong klo bisa di balikin uangnya hehe",uang ku selalu kepotong k pdhl cuma masukin uang ke bank sendiri bukan tf ke rekening lain udah kepotong bulanan k ini kepotong jg k kan lumayan buat beli seblak tolong klo bisa di balikin uangnya hehe,2,BCAMobile_reviews
Pas ganti device & mau log in kembali lalu request OTP sudah berulang kali belum berhasil. Padahal m banking ingin segera digunakan.,pas ganti device mau log in kembali lalu request otp sudah berulang kali belum berhasil padahal m banking ingin segera digunakan,2,BCAMobile_reviews
Ribet sial giliran ada perlu harus registrasi ulang terus.. mana harus pakai pulsa kalau lagi ada kalau enggak gimana?. Ribet,ribet sial giliran ada perlu harus registrasi ulang terus mana harus pakai pulsa kalau lagi ada kalau enggak gimana ribet,2,BCAMobile_reviews
tidak dapat bertransaksi lagi keterangan 205,tidak dapat bertransaksi lagi keterangan,2,BCAMobile_reviews
Kenapa sih klu LG sibuk buat transaksi selalu aja gangguan Tolong diperbaiki..,kenapa sih klu lg sibuk buat transaksi selalu aja gangguan tolong diperbaiki,2,BCAMobile_reviews
Mau daftar mbanking... SMS verifikasi gagal terus sedangkan pulsa saya ada,mau daftar mbanking sms verifikasi gagal terus sedangkan pulsa saya ada,2,BCAMobile_reviews
Sebelumnya GK pernah masalah Tapi sekarang sering merah lampu indikatornya Jadi susah mau menggunakannya Saya kasih bintan 2 aja Nanti kalau SDH normal bakal kasih lima,sebelumnya gk pernah masalah tapi sekarang sering merah lampu indikatornya jadi susah mau menggunakannya saya kasih bintan aja nanti kalau sdh normal bakal kasih lima,2,BCAMobile_reviews
Tidak bisa masuk karna lupa paswod mojon di bantu,tidak bisa masuk karna lupa paswod mojon di bantu,2,BCAMobile_reviews
Aplikasi ga bisa dipakai abis update. Tolong segera di perbaiki. Sudah 3 hari ga bisa di pakai.,aplikasi ga bisa dipakai abis update tolong segera di perbaiki sudah hari ga bisa di pakai,2,BCAMobile_reviews
Aduh ko udah di update malah kluar sndiri kaya elor sihh,aduh ko udah di update malah kluar sndiri kaya elor sihh,2,BCAMobile_reviews
"Kenapa pas masuk, sementara transaksi tidak dapat di proses Mulu",kenapa pas masuk sementara transaksi tidak dapat di proses mulu,2,BCAMobile_reviews
Bca lagi eror parah,bca lagi eror parah,2,BCAMobile_reviews
bagaimana ni kok update terbaru malah ngga bisa dibuka mobile banking nya. padahal jaringan aman.,bagaimana ni kok update terbaru malah ngga bisa dibuka mobile banking nya padahal jaringan aman,2,BCAMobile_reviews
update skrg no rekening nya ga bsa di copy,update skrg no rekening nya ga bsa di copy,2,BCAMobile_reviews
saya mau msuk ke bca gk bisa mendal trus,saya mau msuk ke bca gk bisa mendal trus,2,BCAMobile_reviews
Tlo perbaikin flazz bca di samsung a53 dan a72 gk bsa dipeke gagal trus,tlo perbaikin flazz bca di samsung a dan a gk bsa dipeke gagal trus,2,BCAMobile_reviews
"Sekelas bank bca aplikasinya kalah jauh dg bank br*, sering bgt transaksi harus diulang gra2 lampu ngga ijo",sekelas bank bca aplikasinya kalah jauh dg bank br sering bgt transaksi harus diulang gra lampu ngga ijo,2,BCAMobile_reviews
Tolong kembalikan menu edit untuk hapus transaksi di bca mobile... Terimakasih,tolong kembalikan menu edit untuk hapus transaksi di bca mobile terimakasih,2,BCAMobile_reviews
"OTP ga masuk2. Malah ngabisin pulsa doang,payah",otp ga masuk malah ngabisin pulsa doangpayah,2,BCAMobile_reviews
Mau cek saldo sekarang tampilannya gak muncul setelah update. Jadi gatau sisa saldo sendiri,mau cek saldo sekarang tampilannya gak muncul setelah update jadi gatau sisa saldo sendiri,2,BCAMobile_reviews
Punya saya Kode QR nya gk bisa muncul.Kalau orang minta scan Qr gk bisa.,punya saya kode qr nya gk bisa munculkalau orang minta scan qr gk bisa,2,BCAMobile_reviews
Baru instal lagi. Minta kode OTP ngga dapet sms masuk tp pulsa di potong mulu,baru instal lagi minta kode otp ngga dapet sms masuk tp pulsa di potong mulu,2,BCAMobile_reviews
Tambah ribet so inbox tranfer ga bisa di hapus🥱🥱,tambah ribet so inbox tranfer ga bisa di hapus,2,BCAMobile_reviews
"setelah di update malah gk bs pakai Qris, loading terus, sebelum di update lancar² aja, jadi nyesel sy meng-updatenya✌,, padahal, lampunya tidak ada kendala merahnya, dari biru hingga hijau (gk ada kendala signal) lebih dari ½ jam ditunggu masih aja loading terus",setelah di update malah gk bs pakai qris loading terus sebelum di update lancar aja jadi nyesel sy mengupdatenya padahal lampunya tidak ada kendala merahnya dari biru hingga hijau gk ada kendala signal lebih dari jam ditunggu masih aja loading terus,2,BCAMobile_reviews
"setelah update jika mau transfer jadi ribet . harus scroll cari namanya, ga bisa langsung cari pakai nomer rekening/nama . Jadi ga efesien .",setelah update jika mau transfer jadi ribet harus scroll cari namanya ga bisa langsung cari pakai nomer rekeningnama jadi ga efesien,2,BCAMobile_reviews
gangguan terus kok ya ? ga bisa transaksi,gangguan terus kok ya ga bisa transaksi,2,BCAMobile_reviews
aplikasi skrg loading wajah malah ribet... klo cepat ya iya... pas verifikasi muka cm hitam doank.... yg buat aplikasi belajar lg deh... byk pr nie...,aplikasi skrg loading wajah malah ribet klo cepat ya iya pas verifikasi muka cm hitam doank yg buat aplikasi belajar lg deh byk pr nie,2,BCAMobile_reviews
"Gagal trus instal yg terbaru smpe berjam2 ,,plisssss help dunk",gagal trus instal yg terbaru smpe berjam plisssss help dunk,2,BCAMobile_reviews
"Setelah update appsnya, search by name rekening tujuan di menu transfer gak fungsi, tetap harus scroll nomor rekening, malah bakal bisa salah rekening tujuan kalo gak bener2 diliat.",setelah update appsnya search by name rekening tujuan di menu transfer gak fungsi tetap harus scroll nomor rekening malah bakal bisa salah rekening tujuan kalo gak bener diliat,2,BCAMobile_reviews
Buat cek saldo kok ga bisa,buat cek saldo kok ga bisa,2,BCAMobile_reviews
Saldo hilang sendiri 40rb apaan!,saldo hilang sendiri rb apaan,2,BCAMobile_reviews
"Berapa kali lagi harus isi pulsa untuk aktifasi yg gagal2 terus, kami di Gili Trawangan ga ada Bank BCA, masa harus ke Bank lagi untul aktivasi.",berapa kali lagi harus isi pulsa untuk aktifasi yg gagal terus kami di gili trawangan ga ada bank bca masa harus ke bank lagi untul aktivasi,2,BCAMobile_reviews
Knpa sih min ko gk bisa aku buka mbangking aku apa lgi ada gangguan yah tolong di usahakan min,knpa sih min ko gk bisa aku buka mbangking aku apa lgi ada gangguan yah tolong di usahakan min,2,BCAMobile_reviews
"Semenjak kartunya di ganti gara2 hilang. Mengapa sekarang mbangking saya klo di buka harus pke SMS dan itu harus memakai pulsa, setiap bukanya. Haduuuhhh",semenjak kartunya di ganti gara hilang mengapa sekarang mbangking saya klo di buka harus pke sms dan itu harus memakai pulsa setiap bukanya haduuuhhh,2,BCAMobile_reviews
"Mbanking lagi kenapa?? Sinyal bagus tapi indikator warna merah terus , mau transaksi jadi terlambat 🥲",mbanking lagi kenapa sinyal bagus tapi indikator warna merah terus mau transaksi jadi terlambat,2,BCAMobile_reviews
"Verifikasi wajah di Mobile banking Gagal terus,,makin lama makin parah ini BCA",verifikasi wajah di mobile banking gagal terusmakin lama makin parah ini bca,2,BCAMobile_reviews
nerima otp saat ganti perangkat hp lama padahal sebelum nya kirim konfirmasi dulu via sms berbayar otp nya lama,nerima otp saat ganti perangkat hp lama padahal sebelum nya kirim konfirmasi dulu via sms berbayar otp nya lama,2,BCAMobile_reviews
Ketika kode akses salah 3 kali verifikasi ulang sangat sulit...meski sudah di lakukan berbagai cara,ketika kode akses salah kali verifikasi ulang sangat sulitmeski sudah di lakukan berbagai cara,2,BCAMobile_reviews
Notifikasi dana masuk cuma dari Bi fast aja?? huff.. notif dari sesama BCA gak ada?? setiap ada yg tf harus buka tutup aplikasi..,notifikasi dana masuk cuma dari bi fast aja huff notif dari sesama bca gak ada setiap ada yg tf harus buka tutup aplikasi,2,BCAMobile_reviews
Aplikasi lemot,aplikasi lemot,2,BCAMobile_reviews
"Keseringan UPDATE, kemajuan apa??",keseringan update kemajuan apa,2,BCAMobile_reviews
"Gak ada gunanya instal .. minta kode OTP aja makin sulit gak masuk"" lewat sms... berbayar pula.. taiii",gak ada gunanya instal minta kode otp aja makin sulit gak masuk lewat sms berbayar pula taiii,2,BCAMobile_reviews
Habis di update kenapa tau² eror ya? Dengan alasan data tidak sesuai??,habis di update kenapa tau eror ya dengan alasan data tidak sesuai,2,BCAMobile_reviews
kok sering trobel ya,kok sering trobel ya,2,BCAMobile_reviews
"ini knp ya mau register, ngirim sms Verifikasi lama banget terkirim padahal ad banyak pulsa lho, gagal terus",ini knp ya mau register ngirim sms verifikasi lama banget terkirim padahal ad banyak pulsa lho gagal terus,2,BCAMobile_reviews
Aplikasinya skrng semakin byruk susah masuk susah verifikasi,aplikasinya skrng semakin byruk susah masuk susah verifikasi,2,BCAMobile_reviews
Tidak bisa mentransfer uang🤦🤦di perbarui malah gak bsa di pake.,tidak bisa mentransfer uangdi perbarui malah gak bsa di pake,2,BCAMobile_reviews
"Topup etol pakai BCA mobile 2 kali tp yg masuk satu dah komplen tp sampai sekarang blm masuk,jadi kapok , walaupun cuma sedikit tp faktanya dwt gak balik,kalo di bales paling suruh konfirmasi ke cs atau email,jawaban sama suruh nunggu juga",topup etol pakai bca mobile kali tp yg masuk satu dah komplen tp sampai sekarang blm masukjadi kapok walaupun cuma sedikit tp faktanya dwt gak balikkalo di bales paling suruh konfirmasi ke cs atau emailjawaban sama suruh nunggu juga,2,BCAMobile_reviews
"Lagi"" Saya SANGAT KECEWA Sama Apk BCA MOBILE ini!! Bener"" Saya KECEWA Berat..Apa Maksudnya Setiap log in selalu disuruh ulang beberapa saat lagi tulisannya, begitu"" melulu setiap Log In..dulu pernah kyk gitu juga,skg begini lagi..!!! Ngecek saldo gak bisa, transfer gak bisa,semua gak bisa apalah BCA Mobile ini ya .! gak ngerti saya maksudnya apa..lll Cepetlah diperbaiki!! Hadooohhh",lagi saya sangat kecewa sama apk bca mobile ini bener saya kecewa beratapa maksudnya setiap log in selalu disuruh ulang beberapa saat lagi tulisannya begitu melulu setiap log indulu pernah kyk gitu jugaskg begini lagi ngecek saldo gak bisa transfer gak bisasemua gak bisa apalah bca mobile ini ya gak ngerti saya maksudnya apalll cepetlah diperbaiki hadooohhh,2,BCAMobile_reviews
saya kena potongan perbulan 300rb itu padahal gapakai kredit card,saya kena potongan perbulan rb itu padahal gapakai kredit card,2,BCAMobile_reviews
