content,clean_text,score,bank
"Akun brimo saya terblokir. sudah mencoba opsi lupa password/sandi , serta memasukkan No.HP tp kok ga ada SMS masuk. sudah berulang kali dicoba, bahkan sampai update aplikasi juga. solusinya gimana? mau lihat saldo rekening jd harus ke ATM dulu, pdhal maunya simpel via hp.",akun brimo saya terblokir sudah mencoba opsi lupa passwordsandi serta memasukkan nohp tp kok ga ada sms masuk sudah berulang kali dicoba bahkan sampai update aplikasi juga solusinya gimana mau lihat saldo rekening jd harus ke atm dulu pdhal maunya simpel via hp,2,BRImo_reviews
Gak bisa di buka.. gagal transaksi.. gak tau penyebab nya apa,gak bisa di buka gagal transaksi gak tau penyebab nya apa,2,BRImo_reviews
"kok punyaku gak bisa di buka, tulisannya di Rot",kok punyaku gak bisa di buka tulisannya di rot,2,BRImo_reviews
Tolong admin perbaiki saya keblokir terus saya mau memperbaiki menunggu pesan nya gagal Mulu,tolong admin perbaiki saya keblokir terus saya mau memperbaiki menunggu pesan nya gagal mulu,2,BRImo_reviews
"Karena pilihan bi-fast di pindahkan, jadi susah kalu mau transfer virtual account bank lain, mohon solusinya",karena pilihan bifast di pindahkan jadi susah kalu mau transfer virtual account bank lain mohon solusinya,2,BRImo_reviews
"Tolong diperbaiki akhir2 ini sering koneksi terputus sendiri,sehingga login berkali2,",tolong diperbaiki akhir ini sering koneksi terputus sendirisehingga login berkali,2,BRImo_reviews
"Gak bisa login ke dalam akun brimo, ada kesalahan ketika masukin akun... Simbol ini ""@"" & ""."" Gak bisa diketik di interface ketika mau login",gak bisa login ke dalam akun brimo ada kesalahan ketika masukin akun simbol ini gak bisa diketik di interface ketika mau login,2,BRImo_reviews
"rencana mau daftar brimo biar bisa transaksi lebih mudah,eh malah mau daftar aja sulit.. ya gak jadi deh,bukanya mempermudah malah mempersulit diri sendiri .",rencana mau daftar brimo biar bisa transaksi lebih mudaheh malah mau daftar aja sulit ya gak jadi dehbukanya mempermudah malah mempersulit diri sendiri,2,BRImo_reviews
Transaksi gagal mulu kode LADVE,transaksi gagal mulu kode ladve,2,BRImo_reviews
Udah di update msih aja kyk blom update mau non aktipkan sms bangking tp ttp aja tdk ada muncul ststus notifiksi,udah di update msih aja kyk blom update mau non aktipkan sms bangking tp ttp aja tdk ada muncul ststus notifiksi,2,BRImo_reviews
D suruh update tp knp gk bisa d instal pas udh d download,d suruh update tp knp gk bisa d instal pas udh d download,2,BRImo_reviews
setelah update malah sering keluar sendiri,setelah update malah sering keluar sendiri,2,BRImo_reviews
susah kalau mau transaksi cek mutasi 30 menit gak masuk masuk,susah kalau mau transaksi cek mutasi menit gak masuk masuk,2,BRImo_reviews
kenapa kita buka dan pindah kan Brimo di hp baru tidak bisa dibuka kata nya salah user Id dan password padahal itu benar semua id dan password nya,kenapa kita buka dan pindah kan brimo di hp baru tidak bisa dibuka kata nya salah user id dan password padahal itu benar semua id dan password nya,2,BRImo_reviews
"Tidak bisa login lagi, klik link yang di kirim via sms selalu gagal login..tolong diperbaiki aplikasinya",tidak bisa login lagi klik link yang di kirim via sms selalu gagal logintolong diperbaiki aplikasinya,2,BRImo_reviews
Bagaimana cara melihat riwayat pembelian token listrik belum di pakai hilang.. di mutasi tidak ada di riwayat pembelian tidak ada.. cetak token tidak ada.. tolong admin..,bagaimana cara melihat riwayat pembelian token listrik belum di pakai hilang di mutasi tidak ada di riwayat pembelian tidak ada cetak token tidak ada tolong admin,2,BRImo_reviews
Gak bisa masuk selalu saja gagal upload foto KTP padahal udah bener aku fotoin nya,gak bisa masuk selalu saja gagal upload foto ktp padahal udah bener aku fotoin nya,2,BRImo_reviews
"padahal nomer yg saya pakai sama, tapi tetap katanya ""nomor tidak sesuai""",padahal nomer yg saya pakai sama tapi tetap katanya nomor tidak sesuai,2,BRImo_reviews
Kenapa jadi rebet ya,kenapa jadi rebet ya,2,BRImo_reviews
Mau login. User dan psw sudah benar. Tapi tetep ga bisa masuk. Sinyal juga 4G penuh dan stabil,mau login user dan psw sudah benar tapi tetep ga bisa masuk sinyal juga g penuh dan stabil,2,BRImo_reviews
"Untuk tampilan UI dari aplikasi ini menarik cuman kendalanya, kenapa ya pas mau bikin akun brimo terus pas photo ktp ko auto ke cut mulu jadi gk bisa pas terus fotonya, bisa di perbaiki segera kah min ?",untuk tampilan ui dari aplikasi ini menarik cuman kendalanya kenapa ya pas mau bikin akun brimo terus pas photo ktp ko auto ke cut mulu jadi gk bisa pas terus fotonya bisa di perbaiki segera kah min,2,BRImo_reviews
kuranh memusakan malah berkendala ..tiba2 login gak bisa dan ada petunjuk menyuruh update persi terbaru namun brimo nya gak bisa terupdate...kacau brimo ni,kuranh memusakan malah berkendala tiba login gak bisa dan ada petunjuk menyuruh update persi terbaru namun brimo nya gak bisa terupdatekacau brimo ni,2,BRImo_reviews
"Aplikasi bagus, cepat dalam transaksi, tapai keamanan kurang, Atm saya di hack, di bobol habis. Dan uang hilang ga bisa kembali",aplikasi bagus cepat dalam transaksi tapai keamanan kurang atm saya di hack di bobol habis dan uang hilang ga bisa kembali,2,BRImo_reviews
Sekarang Tdak bisa lihat resi full pdhal sdah d update,sekarang tdak bisa lihat resi full pdhal sdah d update,2,BRImo_reviews
gajelas bgt verifikasi wajah selalu gagal padahal udh memenuhi syarat verifikasi. mohon diperbaiki supaya tidak menyusahkan.,gajelas bgt verifikasi wajah selalu gagal padahal udh memenuhi syarat verifikasi mohon diperbaiki supaya tidak menyusahkan,2,BRImo_reviews
Mau daftar aja susahnya minta ampun..,mau daftar aja susahnya minta ampun,2,BRImo_reviews
"Tidak bisa mengganti password.selalu ada kendala teknis.swtelah di diamkan 1 , mingguan malah apl gak bisa dibuka.",tidak bisa mengganti passwordselalu ada kendala teknisswtelah di diamkan mingguan malah apl gak bisa dibuka,2,BRImo_reviews
Makin lelet,makin lelet,2,BRImo_reviews
Kenapa brimo saya tidak bisa loginpadahal pasword benar dan username benar mengecewakaan sekali bri. Kyagini terus mending pindah bank saja,kenapa brimo saya tidak bisa loginpadahal pasword benar dan username benar mengecewakaan sekali bri kyagini terus mending pindah bank saja,2,BRImo_reviews
Ini kenapa setiap verifikas wajah selalu gagal terus ...tidak bisa buat verifikasi,ini kenapa setiap verifikas wajah selalu gagal terus tidak bisa buat verifikasi,2,BRImo_reviews
"masalah dalam verifikasi yang menggunakan video, sudah banyak percobaan ulang tpi gagal mulu",masalah dalam verifikasi yang menggunakan video sudah banyak percobaan ulang tpi gagal mulu,2,BRImo_reviews
Nomer hp sama yang di daftar m-banking kok nggak bisa login,nomer hp sama yang di daftar mbanking kok nggak bisa login,2,BRImo_reviews
Kenapa pada saat registrasi selalu gagal katanya e-kyc nya gagal mksudnya bgmnaa,kenapa pada saat registrasi selalu gagal katanya ekyc nya gagal mksudnya bgmnaa,2,BRImo_reviews
"Setelah di update Tulisan rincian kurang bagus untuk diprint gk lengkap, lebih jelas dan bagusnya seperti yang lama(sebelum di update) mohon kembalikan seperti sebelumnya.",setelah di update tulisan rincian kurang bagus untuk diprint gk lengkap lebih jelas dan bagusnya seperti yang lamasebelum di update mohon kembalikan seperti sebelumnya,2,BRImo_reviews
"Sering gangguan,selalu ""koneksi kurang baik"" padahal jaringan stabil,suka log out sendiri. Tolong diperhatikan dan di perbaiki lg apk nya.",sering gangguanselalu koneksi kurang baik padahal jaringan stabilsuka log out sendiri tolong diperhatikan dan di perbaiki lg apk nya,2,BRImo_reviews
"kak kok apk BRImo saya gak bisa dibuka, kenapa ya? dan bagaimana cara mengatasi nya?",kak kok apk brimo saya gak bisa dibuka kenapa ya dan bagaimana cara mengatasi nya,2,BRImo_reviews
Kenapa ini bru mo tidak bisa login,kenapa ini bru mo tidak bisa login,2,BRImo_reviews
"suka gangguan, saya mau beli paket pakek Qris keterangan gagal, saldo berkurang, masuk notifikasi di mutasi, tapi saldo berkurang, coba lapor tau nya pelayanan nya lambat,",suka gangguan saya mau beli paket pakek qris keterangan gagal saldo berkurang masuk notifikasi di mutasi tapi saldo berkurang coba lapor tau nya pelayanan nya lambat,2,BRImo_reviews
setiap Minggu ada uang keluar yg gak tau asalnya.. tolong jelaskan BRI..,setiap minggu ada uang keluar yg gak tau asalnya tolong jelaskan bri,2,BRImo_reviews
Gimana sih brimo nih..buka pake wifi dirumh gak bisa pake paket data bisa mohon diperbaiki...!!!!!,gimana sih brimo nihbuka pake wifi dirumh gak bisa pake paket data bisa mohon diperbaiki,2,BRImo_reviews
"Suusah banget sih verivikasi wajah nya sinyal udh bagus ,udh sampe megang KTP semua dah gua coba gagal terus gimana ini oi",suusah banget sih verivikasi wajah nya sinyal udh bagus udh sampe megang ktp semua dah gua coba gagal terus gimana ini oi,2,BRImo_reviews
Kenapa ga bisa login padahal nomor hp udah benar tapi salah terus kasih solusi,kenapa ga bisa login padahal nomor hp udah benar tapi salah terus kasih solusi,2,BRImo_reviews
transaksi sering gagal aneh banget,transaksi sering gagal aneh banget,2,BRImo_reviews
"Setor tunai ada kesalahan sistem, uda 8 hari saldo ga masuk ke rekening. Meresahkan bgt, uang mau d pakek ga bisa d pakek karna saldo ga masuk ke rekening",setor tunai ada kesalahan sistem uda hari saldo ga masuk ke rekening meresahkan bgt uang mau d pakek ga bisa d pakek karna saldo ga masuk ke rekening,2,BRImo_reviews
Kenapa pas saya rekam Vidio gagal terus pdahal sudah mengikuti kata2nya,kenapa pas saya rekam vidio gagal terus pdahal sudah mengikuti katanya,2,BRImo_reviews
"3x verifikasi video gagal trus, susah banget...saya kasih 2 dlu lah",x verifikasi video gagal trus susah bangetsaya kasih dlu lah,2,BRImo_reviews
Saya coba ya,saya coba ya,2,BRImo_reviews
Trimakasih atas layanannya kepada kami....,trimakasih atas layanannya kepada kami,2,BRImo_reviews
Sangat membatu dan mempermudah transaksi,sangat membatu dan mempermudah transaksi,2,BRImo_reviews
Saya ngisi token pada saat itu jaringan memang agak jelek. Dan sial nya terputus. Tapi sudah ada pemotongan dana tetapi saya tidak mendapatkan no token listrik nya. Dan blum ada pengembalian dana sampai skrng padahal pas saya cek di aktivitas ada tulisan transaksi gagal tetapi dana nya gk balik² lagi ke saldo. Tolong pencerahannya min,saya ngisi token pada saat itu jaringan memang agak jelek dan sial nya terputus tapi sudah ada pemotongan dana tetapi saya tidak mendapatkan no token listrik nya dan blum ada pengembalian dana sampai skrng padahal pas saya cek di aktivitas ada tulisan transaksi gagal tetapi dana nya gk balik lagi ke saldo tolong pencerahannya min,2,BRImo_reviews
Saya tidak bisa lihat saldo rek.karna mesti login pake fingerprint.tolong dibantu,saya tidak bisa lihat saldo rekkarna mesti login pake fingerprinttolong dibantu,2,BRImo_reviews
Heran.... Gangguaaaaan mulu. Mau Login aja SUSAH.!!! gausah bilang jaringan anda kurang baik. Sinyal saya sudah bagus sudah 4g bar penuh buat APK lain juga lancar. Apk ini doang yg SUSAH.!!!,heran gangguaaaaan mulu mau login aja susah gausah bilang jaringan anda kurang baik sinyal saya sudah bagus sudah g bar penuh buat apk lain juga lancar apk ini doang yg susah,2,BRImo_reviews
"Sekarang SMS nya aj ada biaya nya, agak mengecewakan, mungkin yang dimaksud biyaya itu 1.500/SMS",sekarang sms nya aj ada biaya nya agak mengecewakan mungkin yang dimaksud biyaya itu sms,2,BRImo_reviews
Kek taik aplikasi nya jelek sedikit jaringan g bisa login anjg,kek taik aplikasi nya jelek sedikit jaringan g bisa login anjg,2,BRImo_reviews
Kenapa verifikasi wajah selalu gagal mohon bantuan nyaaa,kenapa verifikasi wajah selalu gagal mohon bantuan nyaaa,3,BRImo_reviews
"Apk nya bagus, aku kasih bintang 3 dulu karna masih memiliki kendala transaksi saat jaringan tidak stabil, untuk saat ini saya belum memiliki kartu ATM.",apk nya bagus aku kasih bintang dulu karna masih memiliki kendala transaksi saat jaringan tidak stabil untuk saat ini saya belum memiliki kartu atm,3,BRImo_reviews
"Sediain dong layanan ATM online,biar nggk ribet ke bank...",sediain dong layanan atm onlinebiar nggk ribet ke bank,3,BRImo_reviews
username nge bug gak bisa diklik,username nge bug gak bisa diklik,3,BRImo_reviews
Ini kenapa ya ko gk bisa login si udh hampir 1 minggu,ini kenapa ya ko gk bisa login si udh hampir minggu,3,BRImo_reviews
"Tolong nama perguruan tinggi di menu pembayaran pendidikan ditambah untuk perguruan tinggi negerinya. Mau bayar uang kuliah lewat Brimo, eh ternyata gak ada nama kampusnya. Harus datang ke atm/ke bank langsung. Terima kasih",tolong nama perguruan tinggi di menu pembayaran pendidikan ditambah untuk perguruan tinggi negerinya mau bayar uang kuliah lewat brimo eh ternyata gak ada nama kampusnya harus datang ke atmke bank langsung terima kasih,3,BRImo_reviews
"Bulan Desember 2024 ini sy ganti password, tapi ga bisa login padahal username dan sandi benar. Gimana ini",bulan desember ini sy ganti password tapi ga bisa login padahal username dan sandi benar gimana ini,3,BRImo_reviews
"tolong perbaiki jaringannya, saya sudah 20x mencoba bikin akun BRImo tidak jadi jadi padahal jaringannya lancar aja..",tolong perbaiki jaringannya saya sudah x mencoba bikin akun brimo tidak jadi jadi padahal jaringannya lancar aja,3,BRImo_reviews
"Saya sering transaksi dengan cara QRIS, dan sangat sering bermasalah yaitu transaksi gagal tapi saldo berkurang, dan ketika dibuat pengaduan lumayan lama prosesnya, sangat tidak menyenangkan. Mohon diperbaiki..",saya sering transaksi dengan cara qris dan sangat sering bermasalah yaitu transaksi gagal tapi saldo berkurang dan ketika dibuat pengaduan lumayan lama prosesnya sangat tidak menyenangkan mohon diperbaiki,3,BRImo_reviews
"Slmat malam ..sy mau daftar brimo lewat hp tp tdk bisa verifikasi wajah..udh di upgrade,dan ditmpt terang pun udah ...pokokx SDH smua tp tetap aja gagal Ini gimna",slmat malam sy mau daftar brimo lewat hp tp tdk bisa verifikasi wajahudh di upgradedan ditmpt terang pun udah pokokx sdh smua tp tetap aja gagal ini gimna,3,BRImo_reviews
"Saldo saya tiba-tiba hilang, aplikasi paling sampah",saldo saya tibatiba hilang aplikasi paling sampah,3,BRImo_reviews
banking saya tidak bisa buka,banking saya tidak bisa buka,3,BRImo_reviews
"Sangat membantu, namun sedikit jengkel ketika update lama sekali.",sangat membantu namun sedikit jengkel ketika update lama sekali,3,BRImo_reviews
Kenapa sekarang jd gk bisa di buka ini aplikasi,kenapa sekarang jd gk bisa di buka ini aplikasi,3,BRImo_reviews
Mau ganti sandi tapi tidak menerima kode verifikasi gmna ya,mau ganti sandi tapi tidak menerima kode verifikasi gmna ya,3,BRImo_reviews
"Ngirim link lewat SMS aja ngga masuk"" heran, pulsa cukup tpi ga masuk"" link ny",ngirim link lewat sms aja ngga masuk heran pulsa cukup tpi ga masuk link ny,3,BRImo_reviews
Kode referal itu seperti apa Saya bingung mengidi nya,kode referal itu seperti apa saya bingung mengidi nya,3,BRImo_reviews
Susah sekali daftar brimo mana minta nomor HP baru lagi? Trus saya harus beli lagi nomor hp baru😳😳 emang kenapa kita daftar nomor hp yg ada mbankingnya malah tidak mau😩😩,susah sekali daftar brimo mana minta nomor hp baru lagi trus saya harus beli lagi nomor hp baru emang kenapa kita daftar nomor hp yg ada mbankingnya malah tidak mau,3,BRImo_reviews
Kenapa aplikasi brimo saya tidak bisa dibuka,kenapa aplikasi brimo saya tidak bisa dibuka,3,BRImo_reviews
"Cukup lumayan..,",cukup lumayan,3,BRImo_reviews
Kenapa harus mematikan fitur aksesibilitas? Kenapa baru sekarang ada peringatan? Kan sebelumnya tidak ada masalah juga dg fitur aksesibilitas. Fitur aksesibilitas sangat diperlukan di hp saya pula. Bagaimana ini?,kenapa harus mematikan fitur aksesibilitas kenapa baru sekarang ada peringatan kan sebelumnya tidak ada masalah juga dg fitur aksesibilitas fitur aksesibilitas sangat diperlukan di hp saya pula bagaimana ini,3,BRImo_reviews
Kenapa saldo saya mentok 50K..ngk bisa lagi kyak temen saya bisa di sisain 25K Punya saya ngk bisa kurang dari 50,kenapa saldo saya mentok kngk bisa lagi kyak temen saya bisa di sisain k punya saya ngk bisa kurang dari,3,BRImo_reviews
"Kok punya saya gak bisa login ke aplikasi brimo,slalu ada tulisan ""NOMOR HANDPONE BELUM SESUAI"" sedangkan kartu yg sya gunakan adalah kartu atau nomor yg sya pakai di brimo,kok jd gk jelas gini ya",kok punya saya gak bisa login ke aplikasi brimoslalu ada tulisan nomor handpone belum sesuai sedangkan kartu yg sya gunakan adalah kartu atau nomor yg sya pakai di brimokok jd gk jelas gini ya,3,BRImo_reviews
"kasih 3 dulu, kasusnya saya mau pindahkan ke HP realme c53 yang ada NFC nya, malah di play store gak ada apk nya, di realmi 5i malah ada, maksudnya apa sih🤦",kasih dulu kasusnya saya mau pindahkan ke hp realme c yang ada nfc nya malah di play store gak ada apk nya di realmi i malah ada maksudnya apa sih,3,BRImo_reviews
Dikit dikit duit kepotong ga tau buat apa ada notif juga jarang,dikit dikit duit kepotong ga tau buat apa ada notif juga jarang,3,BRImo_reviews
Selesai update malah uangnya berkurang,selesai update malah uangnya berkurang,3,BRImo_reviews
MantaPN,mantapn,3,BRImo_reviews
Sering down server nya ygy 3 dlu,sering down server nya ygy dlu,3,BRImo_reviews
"Ini tombol login ga bisa di klik padahal ga ada kendala dari touch screen, udah Saya hapus dan install kembali masih sama tidak bisa klik apapun di aplikasi ini",ini tombol login ga bisa di klik padahal ga ada kendala dari touch screen udah saya hapus dan install kembali masih sama tidak bisa klik apapun di aplikasi ini,3,BRImo_reviews
Verifikasi wajah pada saat perekaman selalu gagal,verifikasi wajah pada saat perekaman selalu gagal,3,BRImo_reviews
r👇👹eae,reae,3,BRImo_reviews
"Kenapa pula di bukak gak bisa 😭😭 Aplikasi tidak dapat dibuka. Pdhl sebelumnya lancar"" aja. Tolong donggg Bri , aplikasinya di perbaiki",kenapa pula di bukak gak bisa aplikasi tidak dapat dibuka pdhl sebelumnya lancar aja tolong donggg bri aplikasinya di perbaiki,3,BRImo_reviews
Ini malah saldo saya yang hilang semua bagaimana si,ini malah saldo saya yang hilang semua bagaimana si,3,BRImo_reviews
"Pake permuk biar ga ribet,",pake permuk biar ga ribet,3,BRImo_reviews
Aplikasinya bagus selama saya pakai tidak pernah mendapatkan kendala tapi bintangnya saya beri 3 dulu karena saat ini nasabah untuk mendapatkan kartu atm.saya mewakili keluhan dari nasabah semuanya,aplikasinya bagus selama saya pakai tidak pernah mendapatkan kendala tapi bintangnya saya beri dulu karena saat ini nasabah untuk mendapatkan kartu atmsaya mewakili keluhan dari nasabah semuanya,3,BRImo_reviews
Mudah Sekali,mudah sekali,3,BRImo_reviews
"kenapa program tabungan yang di aplikasi gojek lambat masuk nya,bahkan ada yang sudah terpotong tapi tidak masuk.whay...whayyyy",kenapa program tabungan yang di aplikasi gojek lambat masuk nyabahkan ada yang sudah terpotong tapi tidak masukwhaywhayyyy,3,BRImo_reviews
Pas verifikasi wajah ggl trus... Mau nangisss😫😫,pas verifikasi wajah ggl trus mau nangisss,3,BRImo_reviews
mohon diperbaiki karna tidak bisa screenshot transaksi,mohon diperbaiki karna tidak bisa screenshot transaksi,3,BRImo_reviews
tidak ada fitur pembayaran tagihan listrik,tidak ada fitur pembayaran tagihan listrik,3,BRImo_reviews
"saya udah pengajuan hampir 1 minggu, tp gk disurvey, pdhal saya gak pernah telat nyicil",saya udah pengajuan hampir minggu tp gk disurvey pdhal saya gak pernah telat nyicil,3,BRImo_reviews
Kok setiap kembali ke menu harus login ulang lagi gimana ni min,kok setiap kembali ke menu harus login ulang lagi gimana ni min,3,BRImo_reviews
Apk nya sering eror,apk nya sering eror,3,BRImo_reviews
"Bank pemerintah,tapi menu bayar E-samsat dan Signal nggak ada. Bisanya via ibanking yg sudah di close permanen.nonsense nih.",bank pemerintahtapi menu bayar esamsat dan signal nggak ada bisanya via ibanking yg sudah di close permanennonsense nih,3,BRImo_reviews
kurang faham,kurang faham,3,BRImo_reviews
Aku tidak bisa membuka saat sudah di perbarui,aku tidak bisa membuka saat sudah di perbarui,3,BRImo_reviews
kak brimo ku gabisa dibuka kenapa yaa?,kak brimo ku gabisa dibuka kenapa yaa,3,BRImo_reviews
"Aneh ini Brimo masa mau buka aplikasi harus pake data nomor yg di daftar di Brimo, gua kan pake wifi, gak mau dia harus pake data nomor kartu aja, sedikit ribet...",aneh ini brimo masa mau buka aplikasi harus pake data nomor yg di daftar di brimo gua kan pake wifi gak mau dia harus pake data nomor kartu aja sedikit ribet,3,BRImo_reviews
"apakah aplikasi brimo setiap bulan ada potongan setiap bulan, terakhir kali saldo masih 50000 tadi saya cek lagi saldo sisa 1700?",apakah aplikasi brimo setiap bulan ada potongan setiap bulan terakhir kali saldo masih tadi saya cek lagi saldo sisa,3,BRImo_reviews
Saya agak kecewa saat ingin memfoto Ktp tidak bisa di pencet 😔,saya agak kecewa saat ingin memfoto ktp tidak bisa di pencet,3,BRImo_reviews
Kenapa setelah update apk menu setor tunai tidak muncul,kenapa setelah update apk menu setor tunai tidak muncul,3,BRImo_reviews
Bos QRIS EWALLET GANGGUAN KAH SOAL NYA UDAH 3 HRI GK MASUK2,bos qris ewallet gangguan kah soal nya udah hri gk masuk,3,BRImo_reviews
Sudah mendingan bisa masuk boss🙏,sudah mendingan bisa masuk boss,3,BRImo_reviews
Mhn di permudahlah min saat registrasi pembukaan rekening? Spti video recording ubahlah menjadi foto wajah atau foto sm ktp sj min serta adakan fitur utk pengantian no?! Tks,mhn di permudahlah min saat registrasi pembukaan rekening spti video recording ubahlah menjadi foto wajah atau foto sm ktp sj min serta adakan fitur utk pengantian no tks,3,BRImo_reviews
Bagaimana cara untuk masuk ke akun BRI yg no hp nya SDH tidak aktif mohon bantuannya terimakasih 🙏,bagaimana cara untuk masuk ke akun bri yg no hp nya sdh tidak aktif mohon bantuannya terimakasih,3,BRImo_reviews
"terjadi eror setelah update pada tanggal 15 april 2025 , notifikasi transaksi muncul berulang atau terjadi spam notifikasi.",terjadi eror setelah update pada tanggal april notifikasi transaksi muncul berulang atau terjadi spam notifikasi,3,BRImo_reviews
sekarang dikit2 update melulu,sekarang dikit update melulu,3,BRImo_reviews
kenapa saya tidak bisa masuk ke akun brimo saya udah berapa kali login tpi gak bisa bisa,kenapa saya tidak bisa masuk ke akun brimo saya udah berapa kali login tpi gak bisa bisa,3,BRImo_reviews
"Jujur ajaa, aga sdikit kecewa. sekarang aga menurun ga kaya dulu, saya padahal pake brimo udh hampir 3thn baru akhir akhir aja aga ribet saya sampe login aja gabisa amoe keblokir pdhal gaada masalah apa apa, tpi salah terus masukin akunnya, tolong diperbaiki agar kenyamannya keamanannya slalu terjaga🙏🏻, trimakasih",jujur ajaa aga sdikit kecewa sekarang aga menurun ga kaya dulu saya padahal pake brimo udh hampir thn baru akhir akhir aja aga ribet saya sampe login aja gabisa amoe keblokir pdhal gaada masalah apa apa tpi salah terus masukin akunnya tolong diperbaiki agar kenyamannya keamanannya slalu terjaga trimakasih,3,BRImo_reviews
"Tolong dong jaga data diri costumer bri , masak saya udah berkali kali di teror telvon ngaku sebagai anggota bri minta segala nomer NIK , masa iyaa sih data pengguna nasabah bisa kesebar",tolong dong jaga data diri costumer bri masak saya udah berkali kali di teror telvon ngaku sebagai anggota bri minta segala nomer nik masa iyaa sih data pengguna nasabah bisa kesebar,3,BRImo_reviews
"Apknya bagus selama saya pakei gak pernah dapat kendala,tapi untuk bintang nya saya kurangi 2 dulu karena sampai saat ini saya belum mendapatkan kartu ATM nya",apknya bagus selama saya pakei gak pernah dapat kendalatapi untuk bintang nya saya kurangi dulu karena sampai saat ini saya belum mendapatkan kartu atm nya,3,BRImo_reviews
Jelekkkkk bangetttttt. Kirim kode otp tunggu 10 menit kemudian baru masuk. Batas waktu sudah lewat habis itu pulsa habis kode tidak masuk2,jelekkkkk bangetttttt kirim kode otp tunggu menit kemudian baru masuk batas waktu sudah lewat habis itu pulsa habis kode tidak masuk,3,BRImo_reviews
"Kenapa sih brimo ini ? Saya buka rekening pakai online, pake aplikasi brimo. Rekeningnya udah jadi dan aktif. Tapi mau buka akun brimo kenapa susahnya minta ampun sih? Harusnya apa apk seperti ini memudahkan! Bukan tiap daftar akun brimo keterangan gagal² terus. Ket no hp dan email tidak terdaftar dalam sistem. Padahal no hp nya yg sy gunakan utk buka rekening. Dan email yg sy gunakan utk buka akhn juga sudah dikirimi no rekening dari BRI. Tp kenapa seperti ini? Toling di follup dong! Kecewa sy",kenapa sih brimo ini saya buka rekening pakai online pake aplikasi brimo rekeningnya udah jadi dan aktif tapi mau buka akun brimo kenapa susahnya minta ampun sih harusnya apa apk seperti ini memudahkan bukan tiap daftar akun brimo keterangan gagal terus ket no hp dan email tidak terdaftar dalam sistem padahal no hp nya yg sy gunakan utk buka rekening dan email yg sy gunakan utk buka akhn juga sudah dikirimi no rekening dari bri tp kenapa seperti ini toling di follup dong kecewa sy,3,BRImo_reviews
Kapan saya bisa dapat kartu ATM,kapan saya bisa dapat kartu atm,3,BRImo_reviews
"kok gabisa masuk ke akun nya, selalu error, pas udah masuk gagal memuat saldo kenapa kok bs ?",kok gabisa masuk ke akun nya selalu error pas udah masuk gagal memuat saldo kenapa kok bs,3,BRImo_reviews
"ini gimana ya aplikasi tiba² nge bug pdhl baru aja kmrn buat tarik tunai di atm dan buat transaksi lancar baik² aja ga da masalah,tiba² hari ini ngebug gs bs di buka,gmn cara ngebenerinnya???????????",ini gimana ya aplikasi tiba nge bug pdhl baru aja kmrn buat tarik tunai di atm dan buat transaksi lancar baik aja ga da masalahtiba hari ini ngebug gs bs di bukagmn cara ngebenerinnya,3,BRImo_reviews
Ko sering gangguan ya...sering bgd gk bisa buat transaksi .hrus dowlaod2 trs,ko sering gangguan yasering bgd gk bisa buat transaksi hrus dowlaod trs,3,BRImo_reviews
Di kasih bintang bagus malah Mkin GK jelas sellu hrus sinyal bagus pdahal sinyal bgus hdehhh .. Auto rubah postigan ..,di kasih bintang bagus malah mkin gk jelas sellu hrus sinyal bagus pdahal sinyal bgus hdehhh auto rubah postigan,3,BRImo_reviews
"Sejauh ini tidak ada masalah, tp kenapa update yg terbaru setting aksesibilitas untuk antivirus di hp harus dimatikan? Klo dinyalakan malah brimonya gak bisa dibuka. Padahal aplikasi mbanking lain fine2 aja.",sejauh ini tidak ada masalah tp kenapa update yg terbaru setting aksesibilitas untuk antivirus di hp harus dimatikan klo dinyalakan malah brimonya gak bisa dibuka padahal aplikasi mbanking lain fine aja,3,BRImo_reviews
Notifikasi Lambat. Catatan Aktifitas/Keuangan Tidak Aktual Dan Tidak Lengkap. Banyak Riwayat Transaksi Yg Tidak Tercatat.,notifikasi lambat catatan aktifitaskeuangan tidak aktual dan tidak lengkap banyak riwayat transaksi yg tidak tercatat,3,BRImo_reviews
Anjingggg ini aplikasi tdk berguna 🐷🐷🐷,anjingggg ini aplikasi tdk berguna,3,BRImo_reviews
G bisa di update,g bisa di update,3,BRImo_reviews
gangguan teroos,gangguan teroos,3,BRImo_reviews
Layanan lebih memudahkan nasabah,layanan lebih memudahkan nasabah,3,BRImo_reviews
mantap mudah ga ribet,mantap mudah ga ribet,3,BRImo_reviews
"Kenapa saya gak bisa bisa untuk daftar online ? Sudah 2 hari gak bisa terus, apa harus jam kerja ? Mohon di Jawa",kenapa saya gak bisa bisa untuk daftar online sudah hari gak bisa terus apa harus jam kerja mohon di jawa,3,BRImo_reviews
Susah amat mao daftar doang,susah amat mao daftar doang,3,BRImo_reviews
"tidak bisa aktifkan finger login, sungguh merepotkan",tidak bisa aktifkan finger login sungguh merepotkan,3,BRImo_reviews
Halo brmo kenpa ga bsa,halo brmo kenpa ga bsa,3,BRImo_reviews
Login bisa Tapi tidak bisa transaksi cuma bisa terima,login bisa tapi tidak bisa transaksi cuma bisa terima,3,BRImo_reviews
3 dulu,dulu,3,BRImo_reviews
